,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,newDevelopment,latitude,longitude,showAddress,url,description,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,dType,SubdType,dsugTextTit,dsugTexsubtit,dhasParking,dParkingIncl
285,99628815,369000.0,flat,sale,94.0,True,3,1,Calle de sandoval,Madrid,Madrid,Chamberí,es,False,40.4312194,-3.7049972,False,https://www.idealista.com/inmueble/99628815/,"Piso que no tiene aún hecha la DIVISIÓN HORIZONTAL. En febrero de 2023 se va a reunir la comunidad de propietarios para tratar de escriturar los inmuebles de manera individualizada. Ubicación excepcional para poner de acuerdo a los vecinos y que se puede Piso en Trafalgar de 94 m2, 3 dormitorios, 1 baño, cocina, exterior, muy luminoso, orientación norte y salón independiente Calefacción: Individual Gas Natural Ascensor Portero automático Estado de conservación: reformar Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 36 años hemos demostrado nuestra profesionalidad y atención exquisita Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Chamberí (Almagro, Trafalgar, Vallehermoso, Nuevos Ministerios - Ríos Rosas, Arapiles y Gaztambide). Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero.",good,False,3926.0,{'typology': 'flat'},"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Calle de sandoval'}",False,False,False,1,True,,flat,,Piso en Calle de sandoval,"Trafalgar, Madrid",,
286,100987549,649000.0,flat,sale,153.0,False,4,3,Calle de Gaztambide,Madrid,Madrid,Chamberí,es,False,40.4319208,-3.7144619,False,https://www.idealista.com/inmueble/100987549/,"Huspy les presenta espectacular piso para reformar, en unas de las mejores fincas de Gaztambide, justo enfrente de la mítica ""Casa de la Flores"". El piso necesita una reforma total, pero debido a ser rectangular y no disponer de muros de carga, se pueden manejar diferentes opciones de distribución. El piso son 153 m2, mas la terraza de más de 50 m2 de uso completamente privativo y sin servidumbres de paso, todo un remanso de paz en el centro de Madrid. Actualmente se distribuye en 2 partes bien diferenciadas, la zona de día se compone de Salón con salida a la terraza, cocina independiente, habitación y baño de servicio, completan esta zona de la propiedad. A mano izquierda encontramos, la zona de noche que se compone de 3 amplios dormitorios con 2 baños. La finca cuenta con todos los servicios, portería, recogida de basura, ascensor, montacargas...",renew,False,4242.0,{'typology': 'flat'},"{'subtitle': 'Gaztambide, Madrid', 'title': 'Piso en Calle de Gaztambide'}",True,False,False,1,True,,flat,,Piso en Calle de Gaztambide,"Gaztambide, Madrid",,
287,100457210,540000.0,flat,sale,117.0,True,3,2,barrio Arapiles,Madrid,Madrid,Chamberí,es,False,40.4365658,-3.7098989,False,https://www.idealista.com/inmueble/100457210/,"Piso en venta en Arapiles. PISO EXTERIOR PARA REFORMA TOTAL EN CHAMBERÍ. La vivienda es un primer piso alto exterior en finca clásica de Chamberí, muy agradable y cuidada con conserje, ascensor, montacargas,   calefacción central y acceso a personas con movilidad reducida. Situado muy cerca de Cea Bermúdez, barrio tranquilo residencial. La vivienda tiene 114 m2 según catastro que se dividen en 3 dormitorios 2 baños una cocina y una zona de estar con vistas a la calle Vallehermoso. Aunque la distribución actual no está mal, podría mejorarse con la reforma, que puede aprovechar sus techos altos, molduras y carpintería original. Orientación este. Por su ubicación, precio y demanda de alquiler en la zona, puede considerarse un producto de inversión.   ¿Te imaginas vivir aquí?",renew,False,4615.0,{'typology': 'flat'},"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso'}",True,False,False,1,True,,flat,,Piso,"Arapiles, Madrid",,
288,99158834,630000.0,flat,sale,88.0,True,2,2,barrio Trafalgar,Madrid,Madrid,Chamberí,es,False,40.4343603,-3.7048389,False,https://www.idealista.com/inmueble/99158834/,"Piso en venta en Cardenal Cisneros.  PISO EXTERIOR RECIÉN REFORMADO EN TRAFALGAR. Presentamos vivienda exterior, en primera planta, en una de las mejores calles de la zona de Trafalgar. Tiene una superficie construida de 88 m², según catastro, de los cuales 79 m² son de vivienda. Consta de salón-comedor muy luminoso con orientación oeste, cocina independiente con zona de lavandería y salida a un patio de uso privativo, dos dormitorios y dos baños, de los cuales el principal es exterior y con baño en suite. La vivienda dispone de calefacción individual por gas natural y aire acondicionado en las estancias principales. Buena capacidad de almacenaje. OPCIONAL Plaza de garaje en finca, no incluida en el precio. ¿Te imaginas vivir aquí?",good,False,7159.0,{'typology': 'flat'},"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso'}",True,False,False,1,True,,flat,,Piso,"Trafalgar, Madrid",,
289,100825791,280000.0,flat,sale,48.0,True,1,1,barrio Arapiles,Madrid,Madrid,Chamberí,es,False,40.4341754,-3.7068147,False,https://www.idealista.com/inmueble/100825791/,"Apartamento reformado en Chamberi Engel & Völkers se complace en presentarles este piso en el corazón del barrio de Arapiles – Chamberí, muy cerca a las reconocidas universidades como ICAI-ICADE y Nebrija entre otras y próximo a distintos centros hospitalarios de la zona como Fundación Jiménez Díaz y Hospital San Carlos. Apartamento a estrenar en una tranquila zona de Chamberí. Los materiales y la cuidada iluminación crean una atmósfera cómoda y muy agradable. Los techos altos, la ventilación cruzada y, sobre todo su patio de uso privativo, le dan un encanto especial. Nada más entrar nos encontramos con el salón comedor con la cocina integrada y el acceso al patio. Cuenta además con un espacioso dormitorio.  La propiedad destaca por su comodidad, ubicación y tranquilidad. El barrio de Arapiles, en el distrito de Chamberí, es uno de los más céntricos de Madrid. Dispone de todos los servicios y está perfectamente comunicado con las vías principales, como son las calles Bravo Murillo o Fuencarral. A 5 minutos del metro de Islas Filipinas y Canal, su increíble ubicación, comercios, supermercados, servicios, gran oferta de restaurantes, se complementa con la proximidad a zonas de interés como la zona universitaria, barrio de Arguelles o Moncloa, desde donde se puede ir andando a todas ellas. En cuanto a la proximidad de las principales autovías hay que destacar la conexión rápida a la autovía A6, facilitando el acceso o salida de Madrid.",good,False,5833.0,{'typology': 'flat'},"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso'}",True,False,False,,True,,flat,,Piso,"Arapiles, Madrid",,
290,98269933,2500000.0,flat,sale,399.0,True,6,5,Calle de Alberto Aguilera,Madrid,Madrid,Chamberí,es,False,40.4297361,-3.7101616,False,https://www.idealista.com/inmueble/98269933/,"Piso en venta de 400 m2 en el corazón de Arapiles Magnífico piso señorial situado en Arapiles, cerca del centro comercial de Princesa. Se encuentra en un edificio de siete plantas de fachada clásica. El piso consta de 399m² construidos y 350m² útiles. Se accede a la vivienda por un fantástico distribuidor que da paso a un amplio despacho comunicado con el salón-comedor por puertas correderas. El salón está dividido en dos ambientes de grandes dimensiones destacando las maderas nobles, bonitas molduras y grandes ventanales con persianas eléctricas que aportan a las estancias una gran luminosidad gracias a su orientación sureste. A continuación pasamos a una de las habitaciones también con un gran ventanal y armario empotrado. Coincidiendo con  el chaflán de la finca encontramos otra estupenda estancia y la más luminosa de la casa. Justo al lado se encuentra la habitación principal con vestidor y un baño  con bañera redonda en cabina e hidromasaje. Contiguo a este, otro amplio dormitorio con baño incorporado. La cocina tiene unas dimensiones estupendas, con un magnífico office que da a una galería situada en uno de los patios interiores de la finca. La zona de servicio está compuesta por dos habitaciones con armarios empotrados y baño completo. La finca tiene un gran hall de entrada muy cuidado, servicio de portería y vigilancia con cámaras. La vivienda incluye trastero y plaza de garaje en la misma finca al que se accede directamente por el ascensor montacargas.",good,False,6266.0,{'typology': 'flat'},"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso en Calle de Alberto Aguilera'}",False,False,False,4,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso en Calle de Alberto Aguilera,"Arapiles, Madrid",True,True
291,100531794,690000.0,flat,sale,130.0,True,4,2,Calle de Monteleón,Madrid,Madrid,Centro,es,False,40.4286087,-3.7066421,False,https://www.idealista.com/inmueble/100531794/,"COMPLETAMENTE REFORMADO Altor Asesores te ofrece la oportunidad de adquirir este magnífico inmueble actualmente en rentabilidad en un enclave único, en la mejor zona del distrito Centro.  A un paso de la Glorieta de Bilbao, Sagasta y Ruiz Jiménez. Magníficas comunicaciones por medio de Metro (líneas 1, 2, 4 y 10) así como infinidad de líneas de autobús que comunican la vivienda con cualquier punto de la ciudad. Finca del año 1900 en proceso de rehabilitación integral y ascensor en proceso de ejecución. Tres balcones a la calle Monteleón. Salón comedor exterior que mantiene los elementos clásicos de inicios del Siglo XX con la modernidad de los materiales utilizados en su total reforma. Cuatro dormitorios dobles completamente amueblados y equipados. Dos cuartos de baño completos con plato de ducha.  Climatización por medio de aire acondicionado con bomba de calor. Cocina completamente equipada con todos los electrodomésticos. Suelos de madera maciza y amplios ventanales en toda la vivienda.",good,False,5308.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de Monteleón'}",True,False,False,1,True,,flat,,Piso en Calle de Monteleón,"Malasaña-Universidad, Madrid",,
292,101475584,999000.0,flat,sale,154.0,True,4,3,Calle de Gaztambide,Madrid,Madrid,Chamberí,es,False,40.4321845,-3.7152544,False,https://www.idealista.com/inmueble/101475584/,"VELZIA pone a su disposición este excelente inmueble listo para disfrutar.  Vivienda totalmente reformada y amueblada.  El piso consta de 154 m² distribuidos en: 4 dormitorios de los cuales 2 son dobles, 3 baños completos con plato de ducha de los cuáles 2 en suite, salón comedor exterior y cocina completamente amueblada y equipada con electrodomésticos de primeras marcas. Todos los electrodomésticos cuentan con 2 años de garantía.  Todas las estancias cuentan con aire acondicionado y domótica  Amueblado y decorado por prestigiosos interioristas.  Ubicado en el distrito de Chamberí.  Muy cercano a bocas de metro y líneas de autobuses. Rodeado de todo tipo de servicios.  No dude en contactarnos para realizar una visita.",good,False,6487.0,{'typology': 'flat'},"{'subtitle': 'Gaztambide, Madrid', 'title': 'Piso en Calle de Gaztambide'}",True,False,False,3,True,,flat,,Piso en Calle de Gaztambide,"Gaztambide, Madrid",,
293,98644523,799000.0,flat,sale,96.0,True,3,3,Cardenal Cisneros s/n,Madrid,Madrid,Chamberí,es,False,40.4312563,-3.702158,True,https://www.idealista.com/inmueble/98644523/,"Huspy comercializa este piso en la bonita calle de Cardenal Cisneros, cerca de la plaza de Olavide en el distrito de Trafalgar, en pleno corazón de Chamberí. La vivienda es exterior a Cardenal Cisneros, cuenta con salón comedor con grandes ventanales y balcón francés, con cocina Americana y consta de tres dormitorios con tres baños, dos de ellos en suite.  La propiedad se encuentra actualmente en plena reforma que esta prevista su finalización a finales de octubre. El piso se entregará amueblado. El edificio de 1940, con fachada de corte clásico, se encuentra en perfecto estado y con la ITE favorable. En la zona podemos disfrutar de bellos edificios singulares de finales del siglo XIX y principios del XX, creados por arquitectos de renombre como Eduardo Reynals, Joaquín Saldaña, Antonio Palacios, Martínez Zapata, característicos de la alta burguesía y la aristocracia que vivió aquí en otros tiempos. Este prestigioso barrio cuenta con todo tipo de servicios, tanto educativos públicos, privados y concertados, así como centros sanitarios y hospitalarios, espacios culturales, museos, teatros, sin olvidar la magnífica oferta gastronómica a través de los innumerables restaurantes y bares de moda en Madrid. La amplia red de transporte público, el rápido acceso a la autovía A6 y a la Castellana y todos los servicios de la zona, completan el valor de esta propiedad haciéndola irresistible.",good,False,8323.0,{'typology': 'flat'},"{'subtitle': 'Trafalgar, Madrid', 'title': 'Piso en Cardenal Cisneros s/n'}",True,False,False,1,True,,flat,,Piso en Cardenal Cisneros s/n,"Trafalgar, Madrid",,
294,100993014,310000.0,flat,sale,50.0,False,2,1,Calle de Fernández de los Ríos,Madrid,Madrid,Chamberí,es,False,40.4364471,-3.7097148,False,https://www.idealista.com/inmueble/100993014/,"Coqueto piso, completamente reformado a estrenar, compuesto por dos dormitorios, uno principal con armarios empotrados y otro pequeño. Cocina amueblada y equipada. Baño amplio, con plato de ducha doble y muy moderno. Gran salon con un toque rústico.  ✨Con nosotros tiene de forma TOTALMENTE GRATUITA, el Asesoramiento Financiero y Fiscal. Además de una infraestructura creada con AUTÉNTICOS PROFESIONALES, dedicados por entero a garantizar un buen servicio para que compre con total confianza y garantía. En Grupo Acción Inmobiliaria, nos encargamos de que el buen trato, la profesionalidad y una perfecta gestión estén a la orden del día, lo cual nos hace marcar la diferencia en el sector inmobiliario. Consúltenos sin compromiso alguno, será un placer atenderle y ayudarle a encontrar, no solo su vivienda perfecta, ya que será su mejor inversión. �Grupo Acción Inmobiliaria� Cuando el detalle realmente importa Encuentra más en el detalle realmente importa. *Las imágenes y descripciones del presente anuncio pueden diferir del estado real del piso. * Educación Escuela Infantil Vallehermoso 0,123 km Educación infantil · Tel:  Chiqui 0,155 km Educación infantil · Tel:  Colegio Público Fernando El Católico - Calle de Fernando el Católico 16 0,164 km Escuela/Instituto · Tel:  Escuela Infantil Municipal Fernando El Católico - Calle de Fernando el Católico 0,205 km Educación infantil · Web: Esdip - Escuela De Arte - Calle de Magallanes 0,223 km Universidad · Tel: · Web: Colegio Público San Cristóbal 0,311 km Escuela/Instituto · Tel:  Wall Street English - Glorieta de Quevedo 0,348 km Academía idiomas Instituto Ruso Pushkin - Calle de Galileo 0,386 km Academía idiomas · Tel: · Web: Colegio De Educación Infantil Y Primaria Claudio Moyano 0,403 km Escuela/Instituto · Tel:  The Green Monkey; Cursos De Idiomas En El Extranjero - Calle de Blasco de Garay 0,45 km Escuela/Instituto · Web: SALUD. Clínica Biziondo 0,237 km Médico · Tel: · Web: Policlínico Hm Arapiles 0,239 km Clínica · Tel: · Web: Farmacia Galileo 61 - Calle de Galileo.",good,False,6200.0,{'typology': 'flat'},"{'subtitle': 'Arapiles, Madrid', 'title': 'Piso en Calle de Fernández de los Ríos'}",False,False,False,1,True,,flat,,Piso en Calle de Fernández de los Ríos,"Arapiles, Madrid",,
295,101246660,680000.0,flat,sale,133.0,True,5,2,Calle Manuela Malasaña,Madrid,Madrid,Centro,es,False,40.4277808,-3.7047481,False,https://www.idealista.com/inmueble/101246660/,"Fantástico piso exterior con dos balcones a la calle y grandes posibilidades, muy luminoso. Finca clásica con elegante portal y ascensor. El piso se distribuye en un recibidor que da acceso a dos habitaciones de gabinete conectadas con un amplio salón, con dos balcones y chimenea. Pasillo con acceso a 2 habitaciones interiores, cocina con despensa y baño. Orientación norte y salón independiente. Malasaña es la zona situada entre la calle San Bernardo al oeste, Gran Vía al sur, la calle Fuencarral al este y la de Carranza al norte. Cruza la Calle San Bernardo y entrarás en la zona de Conde Duque, terminando en la Plaza de España y en la calle de la Princesa.  Es una de las zonas con mayor personalidad de Madrid. Calles más o menos empinadas, pisos bajos y un vecindario que se conoce entre sí, algo poco habitual en el centro de una capital, componen este pequeño barrio de 35.000 habitantes. De centro de la movida madrileña a barrio de tendencias, Malasaña ha sufrido grandes cambios en las últimas décadas. Hoy en día los restaurantes modernos y las tiendas de segunda mano conviven con los bares tradicionales y mercados de toda la vida. También es una de las zonas de fiesta más populares de la ciudad. Paradas de metro: Tribunal, Bilbao, San Bernardo, Noviciado, Gran Vía, Callao, Santo Domingo, Plaza de España, Ventura Rodríguez. Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 36 años hemos demostrado nuestra profesionalidad y atención exquisita Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, primera línea de playa, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Chamberí (Almagro, Trafalgar, Vallehermoso, Nuevos Ministerios - Ríos Rosas, Arapiles y Gaztambide). Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero.",renew,False,5113.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle Manuela Malasaña'}",True,False,False,1,False,,flat,,Piso en Calle Manuela Malasaña,"Malasaña-Universidad, Madrid",,
296,101386070,535000.0,flat,sale,90.0,True,3,1,Calle de los Reyes,Madrid,Madrid,Centro,es,False,40.4250254,-3.7113773,False,https://www.idealista.com/inmueble/101386070/,"Consulting inmobiliario Gilmar, presenta para sus clientes del distrito centro una fantástica oportunidad de adquirir una vivienda súper exclusiva junto a la plaza de España. Un precioso inmueble en pleno centro con cinco balcones a la calle. Segunda planta exterior con muchísima luz, debido a la amplitud los espacios, con altos techos y amplios balcones.  La ubicación y las condiciones de la misma hacen de este un activo muy especial. Con tres amplios dormitorios, un baño y otro aseo más para dar servicio al salón con comedor de gran capacidad y cocina altamente funcional. Es sin duda, una oportunidad única de vivir en una de las mejores zonas del centro de Madrid. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Piso en Universidad de 90 m2, 3 dormitorios, 1 baño, cocina, exterior, muy luminoso, orientación sureste y salón independiente CARACTERÍSTICAS: Calefacción: Individual Aire acondicionado Portero automático Estado de conservación: actualizar.",renew,False,5944.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de los Reyes'}",True,False,False,2,False,,flat,,Piso en Calle de los Reyes,"Malasaña-Universidad, Madrid",,
297,100082943,840000.0,flat,sale,200.0,True,4,2,"Calle de San Bernardo, 35",Madrid,Madrid,Centro,es,False,40.4232882,-3.7076315,True,https://www.idealista.com/inmueble/100082943/,"Gilmar centro presenta para sus clientes la maravillosa oportunidad de comprar en la zona más exclusiva de toda la ciudad de Madrid. Con más de 200m2 y 3 balcones a la calle, presentamos la opción de vivir en la mejor parte del centro de Madrid. En un lugar que no puede ser más representativo, damos con una vivienda con la posibilidad de una reforma a al gusto del comprador y con unas opciones prácticamente ilimitadas de distribución. Con una inmensa iluminación de las zonas exteriores y techos bastante altos da una sensación de amplitud enorme que favorece a la propia rehabilitación. El transporte público lejos de ser un hándicap, por estar en la almendra central, es un verdadero plus, ya que tendría el metro de noviciado prácticamente en la puerta. Además, dicho inmueble contaría con licencia de enseñanza media y superior. La zona de universidad es conocida como una de las áreas más representativas de la zona del centro de Madrid y a tan solo dos pasos de la mismísima Gran Vía. Es sin duda, una oportunidad única de vivir en una de las mejores zonas del centro de Madrid. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Oficina Centro (Chueca - Justicia, Malasaña - Universidad, Palacio, Sol, Huertas - Cortes, Paseo Florida - Avda. Valladolid).",renew,False,4200.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de San Bernardo, 35'}",True,False,False,1,False,,flat,,"Piso en Calle de San Bernardo, 35","Malasaña-Universidad, Madrid",,
298,98215508,575500.0,flat,sale,70.0,True,2,1,Calle de los Dos Amigos,Madrid,Madrid,Centro,es,False,40.4238653,-3.7114559,False,https://www.idealista.com/inmueble/98215508/,"Huspy vende piso recién reformado, listo para entrar a vivir, con 70 m2 construidos y 62 según catastro. Situado en una de las mejores zonas de Madrid-centro, a un minuto andando a Plaza España, dentro de la zona más turística de Madrid.   La propiedad está distribuida de manera interna como externa, con un salón con vistas al patio y una hermosa terraza en la habitación principal con agradables vistas al exterior. Tiene una cocina independiente recién reformada, a estrenar, con todos los electrodomésticos nuevos.     La zona de descanso está constituida por 2 habitaciones y 1 baño. La vivienda posee calefacción centralizada, agua caliente central y aires acondicionados por Split.           Ubicación privilegiada en Calle de Dos Amigos y al lado de estimados bares y restaurantes, centros de recreo, hospitales, parques y medios de transporte.   El inmueble está situado en un punto estratégico de la zona, con una excelente cobertura de transporte público ya que se encuentra a 2 minutos andando de la parada de metro de Plaza de España y Noviciado. Esta vivienda se encuentra ubicada detrás del Hotel RIU, cinco estrellas y muy conocido en la zona.",good,False,8221.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso en Calle de los Dos Amigos'}",True,False,False,3,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 60000.0}",flat,,Piso en Calle de los Dos Amigos,"Malasaña-Universidad, Madrid",True,False
299,100453480,1100000.0,flat,sale,145.0,True,2,2,barrio Sol,Madrid,Madrid,Centro,es,False,40.4206799,-3.7084846,False,https://www.idealista.com/inmueble/100453480/,"Gilmar Consulting Inmobiliario presenta para sus clientes de la zona centro de Madrid, espectacular ático en callao, calle peatonal tranquila con una terraza de 15 m2 con techo retráctil y ventanales abatibles que permite disfrutarla durante todo el año. La vivienda está recién reformada con materiales de alta gama estando distribuida en salón-comedor con una amplia cocina integrada que puede hacerse independiente a través de una mampara plegable. Amplio dormitorio principal con vestidor y baño en suite luminoso y con poco ruido. A escasos metros de la calle Gran Vía, Teatro Real y Plaza Mayor. Próximo al metro de Callao con todos los autobuses a escasos metros andando. En 1580, tras haber trasladado la corte a Madrid en 1561, Felipe II encargó el proyecto de remodelación de la plaza a Juan de Herrera, comenzándose el derribo de las casas de manzanas de la antigua plaza ese mismo año. La construcción del primer edificio de la nueva plaza, la Casa de la Panadería, comenzaría en 1590 a cargo de Diego Sillero, en el solar de la antigua lonja. En 1617, Felipe III, encargó la finalización de las obras a Juan Gómez de Mora, quién concluirá la plaza en 1619. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir. Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Oficina Centro (Chueca - Justicia, Malasaña - Universidad, Palacio, Sol, Huertas - Cortes, Paseo Florida - Avda. Valladolid).",good,False,7586.0,{'typology': 'flat'},"{'subtitle': 'Sol, Madrid', 'title': 'Piso'}",True,False,False,4,True,,flat,,Piso,"Sol, Madrid",,
300,99751373,580000.0,flat,sale,105.0,True,2,2,barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,False,40.425066,-3.7097948,False,https://www.idealista.com/inmueble/99751373/,"Piso de 105 m2 en venta en Universidad, Madrid Berkshire Hathaway HomeServices Madrid.   Comercializa la venta de este magnífica propiedad 105 metros cuadrados catastrales, siendo útiles 96 metros cuadrados, con muchas posibilidades de actualización y garaje en finca incluido en el precio. ubicado a tan solo 100 metros de la Plaza de España, en el barrio Universidad. Con vistas preciosas y despejadas. Ubicado en una cuarta planta con ascensor. Esta vivienda se encuentra ubicada en la zona Centro, perteneciente al barrio Universidad, este barrio se caracteriza, por su proximidad a la famosa y turística calle Gran vía, conexión directa a la zona universitaria de allí su nombre. Excelente comunicación por transporte público y comercio. Zonas de ocio y todo tipo de servicios, haciendo de esta propiedad una verdadera oportunidad de inversión, en una de las zonas con más demanda turística de Madrid. Este encantador piso se distribuye en zona de estar abuhardillada alta con ventanas, salón comedor con bonitas vistas y preciosa luz natural, seguido de cocina independiente totalmente equipada. En la zona de descanso se encuentran dos habitaciones una de ellas en suite con bañera e hidromasaje. Dispone de un segundo baño completo que presta servicio de cortesía. Actualmente la vivienda se encuentra alquilada con muy buena rentabilidad. Y cuenta con una cómoda plaza de garaje incluida en el precio de venta. Es una oportunidad para vivir o invertir en uno de los mejores enclaves de la ciudad. Disponemos de varios inmuebles similares en esta zona que solo pueden estar anunciados en nuestra web por expreso deseo de sus propietarios. Si desean verlos pueden hacerlo pinchando en el enlace adicional ubicado al final del anuncio.",good,False,5524.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso'}",True,False,False,4,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,,Piso,"Malasaña-Universidad, Madrid",True,True
301,100425420,850000.0,flat,sale,123.0,True,1,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,False,40.4215737,-3.7035173,False,https://www.idealista.com/inmueble/100425420/,"Piso de 123 m2 en venta en Justicia, Madrid Berkshire Hathaway HomeServices Madrid, ofrece un exclusivo inmueble de un dormitorio, gran salón muy luminoso con dos balcones exteriores, la cocina es tipo en isla, está equipada con electrodomésticos de alta gama, el baño muy espacioso con ducha, todas las estancias tienen ventanas tanto al exterior de calle muy tranquila como ventanas al interior. La vivienda tiene 123 metros cuadrados, los techos de la vivienda son muy altos con una altura de 3,50 metros.      El inmueble está en optimo estado de conservación ya que se ha reformado recientemente y situado en la primera planta, el inmueble está ubicado en una de las mejores zonas del centro. Esta propiedad tiene una fantástica ubicación al estar situada en una de las zonas más relevantes de Madrid, en el centro de Madrid, la zona es muy demandada para uso residencial. Este carácter residencial convive con otras actividades como la empresarial, la cultural y especialmente la comercial se encuentra perfectamente comunicada por transporte público con toda la ciudad. Por todo ello este inmueble es una excelente oportunidad de vivienda o inversión. El Inmueble se encuentra distribuido en un hall de entrada, una cocina con tipo isla que esta amueblada y equipada con electrodomésticos, un amplio y luminoso salón y comedor que dan con dos balcones exterior a una calle muy tranquila, cuenta con un dormitorio y un amplio baño completo acabados de máxima calidad. El inmueble es muy luminoso debido a los balcones a el exterior, los techos de la vivienda son muy altos con una altura de 3,50 metros, el inmueble tiene un excelente aislamiento térmico y acústico, muy silencioso, el inmueble cuenta con aire acondicionado frio/calor, las ventanas son de rotura de puente térmico ya que el piso es exterior. El piso se vende completamente amueblado y decorado constituyendo una oportunidad única de inversión. Disponemos de varios inmuebles similares en esta zona que solo pueden estar anunciados en nuestra web por expreso deseo de sus propietarios. Si desean verlos pueden hacerlo pinchando en el enlace adicional ubicado al final del anuncio.",good,False,6911.0,{'typology': 'flat'},"{'subtitle': 'Malasaña-Universidad, Madrid', 'title': 'Piso'}",True,False,False,1,False,,flat,,Piso,"Malasaña-Universidad, Madrid",,
