,propertyCode,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,newDevelopment,latitude,longitude,showAddress,url,description,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,dType,SubdType,dsugTextTit,dsugTexsubtit,dhasParking,dParkingIncl,Nuda
344,97564598,380000,flat,sale,79,True,3,1,barrio Acacias,Madrid,Madrid,Arganzuela,es,False,40.4024006,-3.7027279,False,https://www.idealista.com/inmueble/97564598/,"Estupendo piso en el centro de Madrid Engel & Völkers presenta este estupendo piso situado en un edificio emblemático del centro de Madrid y con un diseño típicamente madrileño.  Una finca elegante y tradicional con todas las comodidades disponibles. Dispone de ascensor y de rampa de acceso para minusválidos.  La vivienda disfruta de mucha luz pues es exterior y se encuentra en una quinta planta y con buena orientación a la gran calle de Embajadores. La propiedad dispone de 79 m2, distribuidos en un gran Salón-Comedor, tres dormitorios, una amplia cocina y un baño completo. El piso es muy versátil, ideal para reformar y hacerlo al gusto del futuro propietario. Buenos materiales de construcción y de carpintería. A pocos pasos de la Glorieta de Embajadores, nuestro piso está situado en una de las calles más emblemáticas del barrio de Arganzuela donde todavía se conservan en la arquitectura urbana algunos ejemplos del casticismo madrileño.  Comercios de todo tipo se sitúan cerca de nuestra vivienda donde podremos disfrutar desde los modernos supermercados hasta los más tradicionales locales de alimentación.  La zona se encuentra en pleno auge gracias a su diversidad multicultural y su apreciada oferta de eventos culturales especialmente relacionadas con el teatro. Posee una gran oferta de locales de restauración, desde los más moderno y vanguardistas, hasta los más entrañables y de toda la vida. El piso se encuentra muy bien comunicado, tanto por metro como por las principales rutas de autobuses que cruzan la ciudad, esto hace de su ubicación, un sitio perfecto para el transporte público. Con acceso directo a las principales salidas de la ciudad (M30 y A42) y muy próximo a la estación de Atocha y al gran parque Madrid Rio.",renew,False,4810,{'typology': 'flat'},"{'subtitle': 'Acacias, Madrid', 'title': 'Piso'}",True,False,False,5,True,,flat,,Piso,"Acacias, Madrid",,,0
345,101357366,469000,flat,sale,97,True,2,1,"Calle de Calatrava, 21",Madrid,Madrid,Centro,es,False,40.4091607,-3.7118797,True,https://www.idealista.com/inmueble/101357366/,"Vivienda exterior con reforma de altas calidades Engel & Völkers pone a su disposición está mágnifica vivienda reformada con calidades “premium” en pleno centro del distrito Palacio. Está vivienda se encuentra en una bonita finca en una primera planta, cuenta con 97m2, 2 dormitorios, 1 baño, salón comedor y cocina a medida. La vivienda destaca por la reforma de calidades “premium” que no solo cuenta con calidades de primera marca, sino que también el espacio está inteligentemente aprovechado para que cada metro cuadrado cuente.  En la vivienda nos encontramos con calidades como armarios empotrados, mármol en la cocina, materiales porcelánicos de marca Porcelanosa, balcones restaurados con cristal climalit y material Burlete Metálico para aislamiento térmico y acústico. La vivienda cuenta con electrodomésticos de alta gama marca NEFF y con calefacción eléctrica bajo pavimento y aire acondicionado por split en el salón comedor. La vivienda cuenta con trastero. La propiedad se encuentra en una de las zonas más emblemáticas de la ciudad, Madrid de los Austrias, con innumerables calles, plazas, monumentos, y edificios que han dejado huella en la historia de Madrid. A escasos minutos te encontrarás la calle de la Cava Baja, la Plaza de la Paja, el Palacio Real, la Plaza Mayor, entre otros. La demanda del distrito está en auge ya que la conservación de la ciudad junto con su historia se mantienen y a su vez se actualiza para las necesidades y lujos de hoy en día. La zona destaca por la gran cantidad de restaurantes, cafeterías, mesones, comercios, hostales y la gran variación cosmopolita. Las comunicaciones son excelentes, ya sea a través de la Calle 30, M30, Metro, bus o Renfe.",good,False,4835,{'typology': 'flat'},"{'subtitle': 'Palacio, Madrid', 'title': 'Piso en Calle de Calatrava, 21'}",False,False,False,1,False,,flat,,"Piso en Calle de Calatrava, 21","Palacio, Madrid",,,0
346,101606645,248000,flat,sale,42,False,2,1,Plaza de las Peñuelas,Madrid,Madrid,Arganzuela,es,False,40.40246,-3.7047341,False,https://www.idealista.com/inmueble/101606645/,"Spacio Barceló, expertos en consultoría inmobiliaria, le presenta este bonita vivienda ubicada en Plaza de Peñuelas.  Se trata de una vivienda de diseño, con reforma integral a ESTRENAR, y con alto nivel de calidades, acabados, y detalles. Excelente ubicación, dentro del perímetro M- 30.  Barrio de las Acacias, en pleno ""Pasillo Verde"", y dentro del distrito de Arganzuela.  La plaza de Peñuelas es la zona más valorada del barrio. Zona completamente consolidada, cuenta con todos los servicios, comercios, zonas verdes, centros de salud, zona de restauración, y está perfectamente comunicada en transporte público y privado. La vivienda, integrada en una finca moderna, de las mejores del barrio, y en optimo estado de conservación, se distribuye en salón comedor, cocina integrada, completamente amueblada, y equipada con electrodomésticos (a estrenar), 2 dormitorios, baño completamente amueblado con ducha de grandes dimensiones. Dispone de aire acondicionado frio- calor. Llame ahora y solicite visita presencial para conocer esta bonita y ÚNICA vivienda. Supone una excelente oportunidad tanto para vivienda habitual, como para inversión en rentabilidad. Gracias por elegirnos.",good,False,5905,{'typology': 'flat'},"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en Plaza de las Peñuelas'}",True,False,False,1,False,,flat,,Piso en Plaza de las Peñuelas,"Acacias, Madrid",,,0
347,101704798,349000,flat,sale,70,False,2,2,Calle de Calatrava,Madrid,Madrid,Centro,es,False,40.4074856,-3.7131525,False,https://www.idealista.com/inmueble/101704798/,"Grupo Inmobilia pone a la venta esta encantadora vivienda, ubicada en el prestigioso barrio de Palacio, en Madrid. Situada a pocos pasos de la emblemática Plaza Mayor, esta propiedad se encuentra en una finca histórica construida en 1900 y ha sido completamente rehabilitada, ofreciendo una mezcla perfecta entre encanto clásico y comodidades modernas. Una de las características más destacadas de esta vivienda es el impresionante proyecto de interiorismo realizado, que incluye puertas a medida que van del suelo al techo, aportando elegancia y estilo a cada espacio. Cada detalle ha sido cuidadosamente considerado para crear un ambiente acogedor y sofisticado. Esta vivienda se entrega en su amueblada y equipada, lista para que sus afortunados propietarios puedan instalarse sin preocupaciones. Además, sus bajos costes de comunidad e IBI la convierten en una excelente inversión, brindando una oportunidad única para aquellos que buscan combinar la comodidad de una vivienda de calidad con el potencial de rentabilidad. No pierdas la oportunidad de adquirir esta joya inmobiliaria en el corazón de Madrid. Su ubicación privilegiada, su impecable rehabilitación y sus características únicas hacen de esta propiedad una opción irresistible. ¡Contáctanos hoy mismo para programar una visita y descubrir todo lo que esta vivienda tiene para ofrecerte.",good,False,4986,{'typology': 'flat'},"{'subtitle': 'Palacio, Madrid', 'title': 'Piso en Calle de Calatrava'}",True,False,False,1,True,,flat,,Piso en Calle de Calatrava,"Palacio, Madrid",,,0
348,101657506,285000,flat,sale,50,True,2,1,Paseo de las Acacias,Madrid,Madrid,Arganzuela,es,False,40.403695,-3.7052447,False,https://www.idealista.com/inmueble/101657506/,"¡ Una gran oportunidad en el barrio Acacias-Embajadores! Consta de 50 metros cuadrados construidos distribuidos de la siguiente manera, dos dormitorios, uno de ellos doble con balcón a la calle y con un armario empotrado y otro individual, salón-comedor con dos balcones al exterior, cocina independiente de paso y cuarto de baño. ¡ EL PISO SE ENCUENTRA EN UN ESTADO COMPLETAMENTE REFORMADO! El piso dispone de 3 balcones a la calle con unas vistas verdes en pleno embajadores como se aprecia en las fotos, en una calle muy tranquila. La vivienda dispone de Aire acondicionado. Se encuentra ubicada en la zona de Acacias-Embajadores, a tan sólo un par de minutos a pie de las estación de metro Embajadores (L3, L5) y Cercanías Renfe (C5) y metro Acacias (L3, L5). Además, comentarte que contamos con un departamento financiero FINANZATE, Intermediación Financiera Eurocredit MAD S. L. en el cual puedes obtener un asesoramiento sin compromiso/sin coste para conocer tus posibilidades.",good,False,5700,{'typology': 'flat'},"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en Paseo de las Acacias'}",False,False,False,3,True,,flat,,Piso en Paseo de las Acacias,"Acacias, Madrid",,,0
349,100709424,258000,flat,sale,69,True,1,1,barrio Palacio,Madrid,Madrid,Centro,es,False,40.4086763,-3.7109366,False,https://www.idealista.com/inmueble/100709424/,"Gilmar Consulting Inmobiliario presenta para sus clientes de la zona centro de Madrid, vivienda recién reformada ubicada en el barrio de Palacio (Distrito Centro de Madrid), Apartamento ATICO de lujo. A estrenar, altas calidades. Especial para inversores, alquiler garantizado en 1.200 €. 5% rentabilidad. El apartamento cuenta con cocina americana con electrodomésticos de alta gama siemmens / bosch: lavadora/secadora, lavavajillas, caldera de condensación vaillant con termostato inalámbrico, frigorífico no frost, horno pirolítico, microondas y Aire Acondicionado DAIKIN. Calefacción individual por gas natural. *Dormitorio con cama de 150 cm. y armario vestidor de 2,60 m completamente equipado. *Baño con saneamientos en negro, plato ducha 100x100 cm con ducha termostática y mampara de vidrio templado. *Salón con sofá chaisselongue de 2,4 m y televisión smart tv 40"" samsung *Otros: Ventanas PVC Kommerling con climalit aisglass Tarima laminada de roble natural talqueado AC5 plus Puertas y armarios lacados en blanco Reforma a estrenar gama alta. Listo para entrar a vivir / alquilar. Amueblado por completo. Edificio histórico en finca rehabilitada con corrala. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Oficina Centro (Chueca - Justicia, Malasaña - Universidad, Palacio, Sol, Huertas - Cortes, Paseo Florida - Avda. Valladolid).",good,False,3739,{'typology': 'flat'},"{'subtitle': 'Palacio, Madrid', 'title': 'Piso'}",False,False,False,2,False,,flat,,Piso,"Palacio, Madrid",,,0
350,101357628,399000,flat,sale,101,False,4,2,Calle del Carnero,Madrid,Madrid,Centro,es,False,40.4097204,-3.7088009,False,https://www.idealista.com/inmueble/101357628/,"Magnifico inmueble de 101 metros cuadrados en pleno centro de Madrid. Muy luminoso y tranquilo consta de: - 4 dormitorios. - 2 baños. - 2 salones. - Cocina. - Patio de uso privativo. Con orientacion sur en la mayor parte de las estancias y dando a un amplio patio de manzana goza de una luz espectacular. Se encuentra situado en la C/Carnero en una finca señorial dotada de ascensor. Se encuentra a pocos minutos a pie de las paradas de metro de Puerta de Toledo, La Latina (L5) y Embajadores (L3). Si quieres más información, no dudes en llamarnos para que un agente especializado resuelva todas tus dudas!",good,False,3950,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle del Carnero'}",False,False,False,1,True,,flat,,Piso en Calle del Carnero,"Lavapiés-Embajadores, Madrid",,,0
351,101131121,150000,studio,sale,30,False,0,1,Calle de la Arquitectura,Madrid,Madrid,Arganzuela,es,False,40.4018864,-3.7042903,False,https://www.idealista.com/inmueble/101131121/,"Grupo Inmobilia pone a la venta en el distrito de Arganzuela (barrio de Acacias), esta magnífica oportunidad de inversión situada en pleno pasillo verde, en la calle Arquitectura, entre las calles Carbajales y Ercilla, a escasos metros de la calle Embajadores con su plaza homónima de fondo (en donde confluyen las Rondas de Toledo y Valencia) y de los Paseos de la Esperanza y Santa María de la Cabeza.  El inmueble en cuestión, emplazado en una finca construida en 1940, con fachada en liso provista de balcones, se trata de un estudio en una planta baja, orientada al oeste, con vistas a un patio de uso y disfrute compartido con otro vecino. Tiene una superficie construida catastral de 28 metros cuadrados, distribuidos en un amplio salón en dos ambientes, con armario empotrado, un cuarto de baño completo con plato de ducha y una cocina, amueblada y equipada, con salida al patio. La vivienda dispone actualmente de calefacción mediante bomba de frío calor, agua caliente por termo eléctrico y gas butano, aunque la finca tiene toma de gas natural. Debemos destacar la altura de los techos de casi 3 metros lo que le confiere una sensación de mayor amplitud. Es ideal tanto como inversión para alquilarlo, por su bajos gastos de comunidad y su elevada demanda en uno de los barrios con mayor auge y crecimiento de los últimos años, como para patrimonio por estar situado en una zona tranquila pero con muy buen ambiente, en donde poder pasear y desconectar del día a día en el parque de las Peñuelas y en las inmediaciones de Madrid Río y disfrutar de la oferta de ocio en el Matadero. La comunicación es excelente tanto mediante transporte público, con 4 estaciones de metro próximas (Pirámides, Acacias, Embajadores, Delicias), 2 estaciones de cercanías y varias líneas de autobús (55, N17) como por transporte privado, con la incorporación a la M-30 a través del Paseo de Santa María de la Cabeza. No dude en contactar con nuestros asesores para concertar una visita.",good,False,5000,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Acacias, Madrid', 'title': 'Estudio en Calle de la Arquitectura'}",True,False,False,bj,True,,flat,studio,Estudio en Calle de la Arquitectura,"Acacias, Madrid",,,0
352,100290078,1200000,duplex,sale,197,True,2,2,Calle Nogales,Madrid,Madrid,Arganzuela,es,False,40.4029419,-3.7103881,False,https://www.idealista.com/inmueble/100290078/,"Gilmar Consulting Inmobiliario, vende este fantastico piso duplex en la mejor urbanizacion del Pasillo Verde de BALUARTE con piscina climatizada, piscina de verano en la azotea, vigilancia 24 h, gimnasio, junto a boca de metro de Acacias y excelentes calidades.  La vivienda dispone de salón independiente de unos 45 m2, cocina con office y despensa, 2 amplios dormitorios con vestidor y 2 baños completos. Suelos de Parquet, calefacción hilo radiante, puertas lacadas, aire acondicionado con bomba de calor por conducto. 2 plazas de garaje y 2 trasteros incluidos en el precio con otra plaza opcional. Lo mejor de la zona, anímese a conocerlo, le encantará. La zona cuenta con una completísima oferta de ocio, gastronomía y comercios a escasos metros de la vivienda. Está muy bien comunicada por transporte público, Junto a Metro Acacias y cercano a Puerta de Atocha y Delicias, varias líneas de autobuses y con una excelente salida a la M-30. Dentro del distrito de Arganzuela de Madrid destaca su proximidad al centro y a zonas culturales como El Museo Reina Sofía y Museo del Prado, que hacen de su ubicación un lugar perfecto para disfrutar de actividades culturales y de ocio, sin prescindir de áreas de recreo y esparcimiento como el Parque del Retiro y Madrid Rio. Su situación le confiere un atractivo único y especial. En más de 30 años de andadura, Gilmar ha logrado alcanzar un espacio de privilegio dentro del Sector Inmobiliario de alto standing. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . y cualquier tipo de operaciones: compraventa y alquiler. Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 38 años hemos demostrado nuestra profesionalidad y atención exquisita Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Arganzuela (Acacias, Delicias, Legazpi, Palos de Moguer, Chopera, Imperial). - Centro (Lavapiés) Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero"".",good,False,6091,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Acacias, Madrid', 'title': 'Dúplex en Calle Nogales'}",True,False,False,2,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",flat,duplex,Dúplex en Calle Nogales,"Acacias, Madrid",True,True,0
353,100289533,430000,flat,sale,95,True,2,2,Calle de Peña de Francia,Madrid,Madrid,Centro,es,False,40.4060256,-3.7061144,False,https://www.idealista.com/inmueble/100289533/,"Gilmar Consulting Inmobiliario Arganzuela-Embajadores, te ofrece a la venta espectacular vivienda exterior totalmente reformada, con excelentes calidades, a estrenar en el barrio de Embajadores. La finca cuenta con ascensor. El piso se distribuye actualmente en 2 dormitorios, 2 baños y gran salón con cocina americana. Se encuentra ubicada a escasos metros de la Plaza de Cascorro y de los principales alicientes culturales y gastronómicos del Madrid más castizo. Disponemos de más de 30 oficinas en Madrid, Marbella, Estepona, Puerto Banús, Sevilla, Cádiz, Jerez e islas Canarias. Nuestra sede central está ubicada en la calle Goya, 47. Durante más de 38 años hemos demostrado nuestra profesionalidad y atención exquisita Gilmar cuenta con más de 4.000 viviendas en venta, pisos de segunda mano, pisos nuevos, chalets, villas, fincas rústicas… Visita nuestra web y encuentra la mejor inversión inmobiliaria de la mano de los mejores profesionales del sector inmobiliario. Madrid capital: -Arganzuela (Acacias, Delicias, Legazpi, Palos de Moguer, Chopera, Imperial). - Centro (Lavapiés) Llámanos y te ayudaremos a encontrar la casa de tus sueños. Las mejores opciones de inversión para rentabilizar tu dinero.",good,False,4526,{'typology': 'flat'},"{'subtitle': 'Lavapiés-Embajadores, Madrid', 'title': 'Piso en Calle de Peña de Francia'}",True,False,False,1,True,,flat,,Piso en Calle de Peña de Francia,"Lavapiés-Embajadores, Madrid",,,0
354,101306199,330000,flat,sale,106,True,3,2,Paseo de Santa María de la Cabeza,Madrid,Madrid,Carabanchel,es,False,40.3927129,-3.7094654,False,https://www.idealista.com/inmueble/101306199/,"Clikalia pone a la venta este inmueble exterior de 106 m2 en reforma. Se sitúa en la 4ª planta con ascensor, en el Paseo Santa María de la Cabeza, en Comillas. La vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda. Somos los propietarios de la vivienda ¡NO COBRAMOS COMISIÓN! El inmueble consta de 3 habitaciones con armarios empotrados, salón-comedor, cocina independiente equipada y 2 baños. La vivienda cuenta además con terraza, aire acondicionado y calefacción. Este inmueble tiene una ubicación excelente ya que se encuentra a pocos minutos a pie del Parque de Comillas y del Centro Comercial Plaza Río 2. A su vez, está próximo a paradas de autobús y metro como Marqués de Vadillo (L5). ¿Conoces nuestro paseo virtual? Visita y descubre el inmueble cómodamente y en exclusiva donde y cuando tú quieras gracias a la mejor tecnología del mercado. Conéctate desde casa acompañado en todo el proceso por uno de nuestros agentes o ven a nuestras oficinas para descubrir en primera persona los materiales y acabados. Contacta para ver los detalles de la reforma y agendar una visita. ¡Posibilidad de financiación hasta el 100%! ¿Te interesa esta vivienda? ¡Llámanos! Clikalia está a tu disposición de lunes a viernes de 9.00h a 20.00h.",good,False,3113,{'typology': 'flat'},"{'subtitle': 'Comillas, Madrid', 'title': 'Piso en Paseo de Santa María de la Cabeza'}",True,False,False,4,True,,flat,,Piso en Paseo de Santa María de la Cabeza,"Comillas, Madrid",,,0
355,101468939,345000,flat,sale,147,True,4,2,Travesía Trifón Pedrero,Madrid,Madrid,Carabanchel,es,False,40.3925165,-3.7057967,False,https://www.idealista.com/inmueble/101468939/,"VIVIENDA DE 4 DORMITORIOS Y 2 BAÑOS. La vivienda cuenta con una excelente distribución, desde el recibidor accedemos al salón comedor independiente con una superficie aprox. de 24 m2, cocina amplia con acceso a una terraza. El pasillo nos da acceso a 3 dormitorios amplios y un cuarto de baño.  El cuarto dormitorio de esta vivienda era el dormitorio se servicio que actualmente que actualmente se puede mantener como tal o darle finalidad de despacho, dormitorio de visitas o ampliar espacio a la cocina.  La vivienda necesita actualización teniendo distintas posibilidades de mejora como integra cocina con recibidor y salón consiguiendo espacios mas diáfanos. La ultima ITE corresponde al 2021 siendo Favorable.  La finca cuenta con conserje y tiene resuelta la accesibilidad para personas con movilidad reducida. La calefacción es central. La finca dispone de plaza de garaje siendo en esta caso opcional al precio por un valor de 25.000 €. Sobre zona y transporte: Comillas es uno de los barrios que componen el distrito de Carabanchel, en el sur de Madrid. Sus límites son, por el norte, el río Manzanares; por el este, el puente de Praga y el paseo de Santa María de la Cabeza; en el extremo sur, la plaza de Fernández Ladreda (también conocida como la plaza Elíptica); y, por el oeste, la calle de Antonio Leyva. Entre la calle de Antonio Leyva y la calle de Baleares hay un pequeño parque que da nombre al barrio. La transitada calle de Antonio López, paralela al río Manzanares, cuenta con distintos comercios minoristas, bares y restaurantes. En el extremo noroeste se encuentra la glorieta del Marqués de Vadillo, situada enfrente del Puente de Toledo y en la que se ubican agradables bares que ponen terrazas en el buen tiempo. El barrio cuenta con una buena comunicación de autobuses y metro (Marqués de Vadillo y Plaza Elíptica), y está situado al lado de la autopista M-30 y de la autovía A-42 que une Madrid con Toledo. No cobramos al comprador. 西亚房产为您服务‼️ 想买房 想贷款 想投资 或者想卖房的朋友们 欢迎大家联系我们讲叙您的需求 我们为您量身打造一个方案帮您实现✔ 添加我们微信号: Bafre2004 关注更多房源  ¿NECESITA HIPOTECA? No dude en contactar con nosotros:   FINANCIACIÓN HASTA EL 100 % Contamos con un departamento financiero propio ¿VENDE SU INMUEBLE? Con oficinas en Madrid y Pekín, BAFRE cuenta con una importante cartera de clientes e inversores internacionales, sobre todo asiáticos. Coordinamos viajes constantes de clientes chinos a Madrid, y les ayudamos en la gestión para obtener el Visado Oro de residencia. Más de doce años de experiencia en el sector. Valoramos gratuitamente su inmueble y ofrecemos servicios de asesoramiento jurídico y fiscal, además de disponer de un departamento postventa.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual.).",renew,False,2347,{'typology': 'flat'},"{'subtitle': 'Comillas, Madrid', 'title': 'Piso en Travesía Trifón Pedrero'}",True,False,False,2,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 25000.0}",flat,,Piso en Travesía Trifón Pedrero,"Comillas, Madrid",True,False,0
356,101034789,225000,flat,sale,67,True,2,1,barrio Comillas,Madrid,Madrid,Carabanchel,es,False,40.3922729,-3.7117419,False,https://www.idealista.com/inmueble/101034789/,"Piso exterior en Comillas - Madrid Rio Engel & Völkers, inmobiliaria de lujo de Madrid, presenta este maravilloso piso con una superficie de 67m2 construidos.  La propiedad está distribuida en dos dormitorios con vistas al exterior y buena iluminación, salón office, cocina totalmente equipada, un baño completo con ducha y un aseo de cortesía.  Cabe a destacar que la habitación principal tiene un espacioso armario empotrado y luces indirectas dentro del mismo. Esta propiedad cuenta con innumerables posibilidades de reforma y distribución, con la cual adaptar el piso a sus necesidades y gustos, como, por ejemplo, unificar el salón y la cocina para aprovechar de una manera óptima la superficie de la propiedad, o incluso añadir una tercera habitación, si queremos reducir el espacio del home office del salón. Se recomienda una actualización en ciertas estancias de la propiedad, sin embargo, está completamente preparada para entrar a vivir.  La última reforma se produjo en el año 2010 y se instaló una puerta blindada para ofrecer mayor seguridad.  El suelo es de tarima Laminado Quick-Sted y dispone de aire acondicionado por conducto. La calefacción es por suelos radiantes eléctrica. La finca es de 1960 y está en muy buen estado de conservación.  El apartamento es ideal para inversores ya que ofrece una buena rentabilidad a medio-largo plazo. La vivienda se encuentra en una pequeña y tranquila calle cerca a la calle Antonio López donde encontramos todo tipo de comercios y un mercado tradicional. La ubicación es excelente, a 200 metros de Madrid Río, entre el clásico Puente de Toledo y el espectacular Puente de Arganzuela, con todo el atractivo y posibilidades de ocio y actividades deportivas que Madrid Río ofrece. Muy buena comunicación por su acceso directo a la M30 y a pocos metros de la estación de Metro de Marqués de Vadillo.",renew,False,3358,{'typology': 'flat'},"{'subtitle': 'Comillas, Madrid', 'title': 'Piso'}",False,False,False,1,False,,flat,,Piso,"Comillas, Madrid",,,0
357,101606170,249000,penthouse,sale,60,True,1,1,Calle Vicente Martín Arias,Madrid,Madrid,Carabanchel,es,False,40.3952123,-3.7142225,False,https://www.idealista.com/inmueble/101606170/,"Spacio Barceló, expertos en consultoría inmobiliaria, le presenta este ÁTICO en Madrid Río. Se trata de un apartamento de OBRA NUEVA- a estrenar-integrado en edificio eficiente de nueva construcción, con alta calificación energética. Integrado en edificio de Nueva Construcción, Edificio Nuevo Madrid Río, vivienda de tipología APARTAMENTO- ÁTICO, independiente. Dispone de una bonita y funcional terraza. Buenas calidades, diseño moderno, practico y funcional.  Se ubica junto a la Calle Antonio López, la Glorieta de Marqués de Vadillo, muy próximo a Madrid Río, la zona de moda y con más proyección de Madrid. Un barrio completamente consolidado, con todos los servicios, muy próximo al parque Madrid Río donde disfrutar de una de las zonas verdes más importantes de la ciudad de Madrid. Oportunidad de estrenar y vivir en una vivienda de calidad, de nueva construcción en el barrio de moda de Madrid. Llame ahora y solicite visita para conocer esta estupenda oportunidad, tanto para vivienda habitual, como para inversión. Gracias por elegirnos.",good,False,4150,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Comillas, Madrid', 'title': 'Ático en Calle Vicente Martín Arias'}",False,False,False,3,True,,flat,penthouse,Ático en Calle Vicente Martín Arias,"Comillas, Madrid",,,0
358,101079698,293600,flat,sale,89,False,3,1,Avenida del Manzanares,Madrid,Madrid,Carabanchel,es,False,40.3956407,-3.706161,False,https://www.idealista.com/inmueble/101079698/,"Piso en Madrid. Dispone de una superficie de 89 m² distribuidos en 3 habitaciones, salón-comedor, 1 comedor adicional abierto a cocina amueblada y 1 baño. La vivienda tiene suelos de parquet y armarios empotrados. Edificio con ascensor. Situado en los márgenes del rio Manzanares en el barrio de Comillas del popular distrito de Carabanchel. Tiene en sus alrededores comercios, centros educativos, supermercados, centros sanitarios, paradas de autobús y amplias zonas verdes como el parque de Comillas o Madrid Río. De fácil accesibilidad a través de la M-30, la A-42 y la estación de metro Marqués de Vadillo.",good,False,3299,{'typology': 'flat'},"{'subtitle': 'Comillas, Madrid', 'title': 'Piso en Avenida del Manzanares'}",False,False,False,3,True,,flat,,Piso en Avenida del Manzanares,"Comillas, Madrid",,,0
359,101531618,720000,flat,sale,164,True,5,5,Calle de Arganda,Madrid,Madrid,Arganzuela,es,False,40.3985856,-3.7081126,False,https://www.idealista.com/inmueble/101531618/,"INVERSORES, Vivienda en esquina con acceso directo a la calle Arganda, actualmente alquilados los 5 estudios, con una rentabilidad del 5% anual (es una sola escritura). La vivienda consta de 5 estudios de 25 m2 útiles cada uno de ellos más 15 m2 de altillo donde se localizan las habitaciones, con los que los metros útiles reales de los 5 estudios son casi 200 m2 contando con los altillos.  Están todos alquilados con una recaudación neta de 3.000€ mensuales más los gastos de luz y agua que se cobran aparte. Está totalmente reformado en 2020; ventanas aluminio blanco climalit, suelo porcelánico de primera calidad, paredes lisas, puertas lacadas en blanco, muy luminosos todos los estudios, baños nuevos con plato de ducha y altillos de distintas dimensiones lo que le permite poner armarios y las habitaciones en todos los estudios, calefacción por gas natural y aire acondicionado con bomba de calor indivicualizada en cada estudio y trastero en cada estudio. La ubicación de los estudios es inmejorable, frente al Parque de Peñuelas, a pocos metros de Madrid Rio, cerca de las estaciones de metro de Acacias y Pirámides, con un buen número de líneas de autobuses; en pleno centro de Madrid en la zona denominada (Pasillo Verde) con todo tipo de servicios. Excelente oportunidad para conseguir una elevada rentabilidad y una revalorización asegurada del inmueble, ya que se encuentra en una de las zonas más demandadas de Madrid, ya que a pesar de estar en el centro cuenta con amplias zonas verdes. Aprovecha esta oportunidad para conseguir una vivienda con una alta rentabilidad y unas altas posibilidades de aumentar esa rentabilidad sin las limitaciones que establece la nueva Ley de Vivienda de cara a los propietarios.",good,False,4390,{'typology': 'flat'},"{'subtitle': 'Acacias, Madrid', 'title': 'Piso en Calle de Arganda'}",True,False,False,bj,True,,flat,,Piso en Calle de Arganda,"Acacias, Madrid",,,0
